album_name,track_title,track_n,lyric,line
AI Album,Track 15,15,"You've been my babe, my babe, my babe, my babe",10
AI Album,Track 15,15,"Well, given the gravity of what I've struck so far ",11
AI Album,Track 15,15,And given the timing of when I got there,12
AI Album,Track 15,15,And given how the song ends,13
AI Album,Track 15,15,"I would say it would be ending it now, end it now",14
AI Album,Track 15,15,I'd say it would be ending it now,15
AI Album,Track 15,15,"You've been my babe, my babe, my babe, babe, my babe",16
AI Album,Track 15,15,"Well, given the gravity of what I've struck so far",17
AI Album,Track 15,15,And given the timing of when I got there,18
AI Album,Track 15,15,And given how the song ends,19
AI Album,Track 15,15,"I'd say it would be ending it now, end it now",20
AI Album,Track 15,15,"Hey, hey, hey, hey, hey, hey, hey",21
AI Album,Track 15,15,"'Cause I never loved you but I always loved you like a brother, ah, ha, ha-ah",22
AI Album,Track 15,15,"Ah, ha-ah, ha-ah",23
AI Album,Track 15,15,"oh, oh-oh, oh-oh, oh-oh, oh-oh, oh-oh",24
AI Album,Track 15,15,"You've been my babe, my babe, my babe, my babe",25
AI Album,Track 15,15,"Hey, hey, hey, hey, we could end it now, end it now",26
AI Album,Track 15,15,"Hey, hey, hey, hey, hey, hey, hey",27
AI Album,Track 15,15,If you could end it right,28
